TimeTaken
0,0177144
0,0020538
0,002006
0,002118
0,0013369
0,0022087
0,0021247
0,0022156
0,0022875
0,0018671
0,0023014
0,002517
0,0015344
0,0025729
0,0014777
0,0015914
0,001866
0,0018441
0,001118
0,0023082
0,0016966
0,0018414
0,0024624
0,0013132
0,0023254
0,0027468
0,0023501
0,001375
0,0015035
0,0024268
0,0017974
0,002748
0,0022089
0,0025368
0,0019886
0,0024753
0,0018366
0,0017828
0,0018934
0,0018586
0,0023914
0,002314
0,0020958
0,0022678
0,0015274
0,0014422
0,0015047
0,0024524
0,0016565
0,0023372
0,0024008
0,001397
0,0023787
0,002043
0,0016447
0,0030558
0,0019974
0,0028551
0,0026513
0,0010968
0,0020916
0,0021496
0,0020418
0,002088
0,002604
0,0023991
0,002303
0,0020317
0,0024014
0,0017915
0,0019458
0,0017756
0,0021149
0,0019881
0,0026848
0,0020444
0,0020752
0,0019862
0,0018521
0,002157
0,002327
0,0020568
0,001693
0,0028937
0,0020077
0,0020286
0,0020774
0,0027152
0,0019149
0,0020712
0,0020606
0,0016669
0,0012933
0,0015193
0,002088
0,0013584
0,0022715
0,0013763
0,0013188
0,0020399
0,0023248
0,0016663
0,0020737
0,0013954
0,0017963
0,0017499
0,0020032
0,0022096
0,002098
0,0018639
0,0017202
0,0019656
0,001593
0,002446
0,0028708
0,002502
0,002085
0,0015873
0,00155
0,0013071
0,0023582
0,002059
0,0018273
0,0015884
0,0017962
0,0015574
0,0013494
0,0023752
0,0020152
0,0016572
0,0024615
0,002056
0,0019028
0,0020729
0,0015662
0,0011208
0,0024632
0,0018611
0,0019597
0,0025022
0,0020846
0,0026315
0,0018383
0,0019526
0,002176
0,0022868
0,0019173
0,001797
0,0015848
0,0023033
0,0017272
0,002379
0,0024126
0,001646
0,0021024
0,0017269
0,0021484
0,001856
0,0020718
0,002203
0,0017824
0,002599
0,0017133
0,0017833
0,002239
0,0016855
0,0020139
0,0021556
0,001581
0,001082
0,0022508
0,0025214
0,0011082
0,0020984
0,0014623
0,0021314
0,0017796
0,0018236
0,0015072
0,0025153
0,0019767
0,0019777
0,0018371
0,0017354
0,0009643
0,0019002
0,0018868
0,0017447
0,0016826
0,001995
0,0026499
0,0018133
0,002264
0,0027434
0,0015876
0,0020763
0,00114
0,0015793
0,0010648
0,0022029
0,0023668
0,0018589
0,0022504
0,0019648
0,0024752
0,0020434
0,0015772
0,0023468
0,002258
0,0014164
0,0020203
0,0017504
0,001512
0,0027351
0,0024868
0,0016893
0,0018176
0,0024431
0,0024484
0,0019674
0,0017624
0,0023378
0,0013096
0,0014933
0,0016535
0,0014873
0,0022376
0,002031
0,0019175
0,0015214
0,0015726
0,0023048
0,0019648
0,0015619
0,0018804
0,0026528
0,0018913
0,0018798
0,0014425
0,0020481
0,0023807
0,0010368
0,001948
0,0013034
0,0016421
0,0019624
0,002184
0,0015115
0,002194
0,002272
0,0025524
0,0011806
0,0014553
0,0013758
0,0019887
0,0021644
0,000543
0,0017825
0,001905
0,002179
0,0015012
0,0026587
0,0016397
0,0020266
0,0028622
0,0019068
0,0017696
0,0020337
0,0021432
0,00097
0,0016801
0,001742
0,0020509
0,0017599
0,0015034
0,0021093
0,001358
0,00147
0,0018392
0,0021692
0,0015644
0,0024886
0,001855
0,0025279
0,0019273
0,0021966
0,0023153
0,0018308
0,0019735
0,0027542
0,0014108
0,0023004
0,0024058
0,0021381
0,0016461
0,0020241
0,0016408
0,0021243
0,002216
0,0024461
0,0025725
0,0025072
0,0017956
0,0024257
0,0018862
0,0013166
0,0027228
0,0015276
0,0020344
0,0024361
0,0018601
0,0023814
0,0024151
0,0024638
0,0015619
0,0020897
0,0016508
0,0017859
0,0020482
0,0020376
0,0019212
0,0022344
0,0026048
0,0026268
0,0015808
0,0009174
0,0019702
0,0015539
0,0019941
0,0014172
0,0017626
0,0017735
0,002023
0,0016238
0,0012251
0,0015597
0,0017224
0,0015552
0,0018088
0,0014386
0,0019132
0,0021239
0,0017232
0,0012469
0,002349
0,0021236
0,0019132
0,0018199
0,0021244
0,0017725
0,0021125
0,0021224
0,0015847
0,0021884
0,0017371
0,0020068
0,0010482
0,0023929
0,0011588
0,002345
0,0019052
0,0024548
0,0014632
0,0021244
0,0023021
0,0018796
0,0019484
0,0018573
0,0020048
0,0018186
0,0023582
0,0017274
0,0012304
0,0018444
0,0019482
0,0011715
0,0026452
0,0022488
0,0016799
0,0019018
0,0024499
0,0015595
0,0018884
0,0016035
0,0017366
0,0015362
0,0019608
0,0019569
0,0019855
0,0014968
0,0018681
0,0017242
0,0018653
0,0022508
0,0018431
0,0023192
0,0014366
0,0016415
0,0015418
0,0019126
0,0015837
0,0017989
0,0024532
0,0019619
0,0021536
0,0018195
0,0016516
0,0023104
0,0019014
0,0021377
0,0023094
0,0015411
0,0025519
0,0019768
0,001966
0,0017187
0,0018056
0,0025174
0,0019836
0,0016751
0,0016118
0,0009045
0,0023915
0,0016928
0,0020017
0,0020713
0,0021544
0,0028751
0,0023468
0,0012748
0,0020879
0,0021782
0,0024092
0,0016927
0,0017184
0,0027284
0,0018414
0,0019894
0,0017534
0,0023304
0,0016031
0,0020066
0,001946
0,0020234
0,0021983
0,0014521
0,0013636
0,0024418
0,002923
0,001719
0,00179
0,0013163
0,0016616
0,0025048
0,001817
0,0017549
0,0006252
0,001838
0,0023607
0,0015876
0,002736
0,0018747
0,0023235
0,0016778
0,0017124
0,0013022
0,0017928
0,0023644
0,0014632
0,00219
0,0023057
0,0018209
0,0022689
0,0015755
0,0016847
0,0026531
0,0024593
0,0021468
0,0019848
0,0017697
0,0021792
0,001775
0,0012616
0,0025137
0,0015975
0,0022202
0,002205
0,0020496
0,0016274
0,0019536
0,0021384
0,0005523
0,0017673
0,0020555
0,0020828
0,0017347
0,0021292
0,0022025
0,0019334
0,0022464
0,0018988
